"x","y"
27.6865339722846,52.5052935120769
37.8525034542976,25.2474368771066
35.2337339015594,41.8278315267809
51.0417472711627,35.3351967502185
26.2062852596972,39.0977494699768
21.4549248368559,60.7407935707061
31.362627079465,29.6616723699769
34.2454103599961,52.8067957936602
26.4933750854543,36.1516692138835
32.647017218138,43.3138536077062
24.8796783680547,59.6071727427717
23.1546832035842,47.4452358282192
15.3986701894519,46.3127629875891
38.2723952841411,38.6695067531619
28.3676300238337,26.6361324157706
20.0546622296482,60.4260850052598
34.7155931243954,50.1132444063765
17.7954057900749,43.3779337633394
36.4149685182125,48.9091032160318
24.8067222500366,38.8643348651928
29.6885360410653,29.4557825887495
36.6482889037963,39.2717375971338
29.2256544022975,38.842119133486
34.9732199554564,48.7272185879093
34.0692588399643,28.0213423747585
34.5617069498488,18.0644068838952
20.5926472678547,37.7226216692082
36.2950742651378,41.4086448471671
19.6757864277442,19.7743705544094
34.8332715239599,30.3388652903775
29.7487460519358,26.1625481228235
36.8213490606982,31.3753066237297
28.5510073804716,38.2943785964926
27.7784840228087,48.04624400283
47.9451407041503,37.1871670305549
38.1706219184109,60.186911184438
36.1750753605094,31.7416220253138
19.9729300373172,29.7626212048302
34.1184144793621,32.7017455097745
46.8470501288918,36.3218622999424
29.8095562226015,35.0011978582495
27.6905149457252,33.9396601982461
25.0731145221534,38.187152510125
27.1595750398943,38.8738805327605
30.7787621544329,26.6188752114479
40.2272431673879,41.2170075133884
28.7293416934123,46.7392275733693
26.1631808016199,24.8736860135738
28.363378007187,53.0616773006214
24.8936029437801,29.1466822632554
29.542549450394,39.2699684647289
44.2994157286663,34.9989041352218
31.7326010072795,25.5722663875269
49.6213277785195,56.1304248119232
38.016057498825,51.4850510780702
26.8054164467174,35.9732106896308
32.3357218597553,14.1250225270746
33.9989149303103,23.0763073271248
31.7587347305134,48.2255801829528
25.656914376042,32.3396013800302
25.160078466825,50.7568628634243
9.82290449444666,59.4313578523365
27.3245995200592,33.675806810367
17.9758301426614,48.7355272166992
21.9895411901677,35.4927895895544
29.1629735326335,39.8356392381149
41.199278172216,56.4445803981072
53.9196757782988,45.9624187289009
15.3019420351169,35.6149403345506
29.2998284010042,43.7193517012993
30.8527645712423,25.1113424559171
33.324363286205,38.5244847024817
26.1567162749671,37.4213232804633
27.552797662368,37.95410568518
8.61408636431346,38.7286525090297
45.3178243739074,39.8570599334622
30.9966236349158,52.9186737504068
34.2194455912561,60.1840536607507
46.1001980642043,47.1069319401225
3.53202992660299,67.0081364982671
27.0554538948364,49.2278206823657
33.3949539329184,32.657731055969
16.6512899008905,51.7618802982504
22.3098774338497,44.2834268874739
53.3799441112027,42.0710699112935
16.3937036310556,64.7746833472678
17.8258950914321,49.0636543025699
54.2972653147795,58.6553482839197
31.4937225930082,36.2258774496296
21.9655573588141,48.6846031216965
23.806990140588,19.2246856669117
33.8547024551967,31.825953388008
33.3433078013435,41.9791835778015
33.2633243105882,48.1517919345672
19.1775101073885,38.5963807985163
8.86665624398394,50.6564510581209
27.3447345903985,41.5644979081363
12.6914177811414,39.8339665260128
38.5037464350287,23.9696164243568
22.9205323294856,47.7968178504857
30.4344846939341,53.6056535016031
36.8193075127059,42.5138397480709
40.8768438409334,32.5262317125835
37.8809586015209,55.8808490436256
25.2937500345637,32.9752398397686
43.5315395778514,48.5741077140665
35.4431132918755,29.20768603617
50.3371794764715,35.8569641796097
44.7369622448599,60.4165553820029
26.3377603543099,30.0290849778196
14.4351850678362,48.9996785015621
37.8826872324684,44.5799970012587
34.6300313002958,39.3675711797688
40.2130176730176,44.5040434117108
30.8604946578376,58.7978828138617
57.3040048834978,62.3121399716345
19.8847922501234,43.3230397385453
9.58343441596739,40.0035951236001
34.4266277134259,51.8540667940822
34.5055177756454,39.8333517844297
46.5960270537825,23.2023583276439
22.9056956427599,58.3744286081019
31.4953185261997,36.808335141074
34.1258524418886,43.5108846698513
29.2295705763983,28.1413584039633
35.0759835438127,44.092318340222
15.0798177252709,32.7623921370823
37.6226029740253,45.8557421098743
39.4407926191955,46.5363017915935
43.4080062457315,36.0580703182354
33.045697483104,52.5201232882326
13.9029126295724,30.0704131068788
32.7407735106569,50.2926109965713
20.4557421170968,38.6429928487308
33.8503371576058,24.2265315107231
24.3888792481742,49.6820241170587
39.4566141395074,39.2350637842519
15.1494516423151,40.2045292288429
31.9453587192771,34.4802668545042
37.7250602461576,34.32832066773
29.1466115205277,58.1809354572369
29.1093337679913,46.5645212824101
20.7538008093223,50.0792549047671
29.765601336866,38.7261717425522
33.6098185916072,48.1480676348274
48.8089308734351,52.3551939918697
11.7698505073203,42.9761502461595
34.2487900855178,53.0102129862704
30.9966018854379,42.4529662996624
24.1090937428858,48.7052038637417
34.3965791169044,46.9443300064875
30.9882135430982,32.7665193983085
31.13463564315,35.3560272927893
31.9250837494573,41.3594792997058
18.2292659639683,29.7224587108089
34.6950589259737,41.4658683200163
34.7732730518848,65.8521668915149
35.3447118812385,42.8622363592878
18.5212232638246,28.9475195108321
39.6134060696621,45.060881710449
13.3868046655533,51.3515759224561
50.563249552333,46.1875034950573
38.8104748532067,35.1895970540235
28.7009633857648,46.7460767453055
19.7247196692467,32.924438634919
36.9539807660046,54.9539373050884
35.0042986468993,19.4770880005043
46.4225094382449,21.4847237529952
36.451550090131,34.361544420971
16.6263095368624,31.3823031597682
56.9280073562997,41.4134872734864
35.9566769309942,45.2223788042962
9.97875782528863,26.031126627785
35.7107339804254,38.1271370772995
42.0733978313227,41.8855388617138
28.3371095208039,40.3767040574566
25.7709408073611,29.7915917944955
46.9299534408409,44.7045254975942
21.5593644152573,57.6683100865638
41.673960324063,46.2586718994102
26.9572858291237,51.1551217860479
38.6125531324623,38.7145618516342
23.2531407045451,36.2878914612078
30.7851230159188,40.0862140446135
20.6013374455415,34.0057108731134
34.5667129243325,36.6845967735544
11.9450496988217,44.2023421385393
39.9406386066635,39.0536349843942
25.9808651182035,63.4427271908664
52.0680914025167,22.8188795085407
50.170954649158,49.774921920261
42.7939646521311,36.4839937042356
40.9548104450171,46.0261686703769
35.9609646281699,35.1733697388199
29.511347924043,28.5458487129458
37.7631891153416,33.408141155565
41.4065544236581,42.3048037513917
37.7998654700131,34.7105779566987
31.5919391647925,33.7684779776683
38.0410228578009,40.2832334816961
45.6288465601292,90.6618480270572
48.3747341923801,85.1400622772198
53.6445551497591,85.3993157235684
53.5800702730547,88.4329489033518
43.6235763194254,89.4216222148871
46.2114525809619,87.3513308439099
39.0222415834125,79.5164550372121
50.3334431509424,79.4553193895366
51.7023695528539,89.5728825040642
51.7268065783939,75.7938406160737
54.4519408591713,90.1725428734709
46.9234150416126,84.0050312323841
51.0275082295286,80.7039781497107
44.478074152862,84.2382898103183
48.2430156360763,88.8722773398845
